id,gene,cell,nsnp,b,se,CIlower,Ciupper,pval,intercept,intercept_se,inter_CIlower,inter_CIupper,intercept_pval,hetero_Q,hetero_pvale,lo_ci,up_ci,or,or_lci95,or_uci95,fdr,cancer,cancerid,match,PPH4(PWCOCO),ldcheck,H4 (conventional coloc)
"MICA_T cell, CD4, memory TREG",MICA,"T cell, CD4, memory TREG",2,0.025519178,0.007090478,0.011622095,0.03941626,0.000319349,NA,NA,NA,NA,NA,2.273768555,0.131579601,0.01162184,0.039416515,1.025847579,1.011689636,1.040203654,0.0112356,Prostate cancer,ieu-b-85,"MICA_T cell, CD4, memory TREG_Prostate cancer_ieu-b-85",2.39E-09,0.578831856,1
"MICA_NK cell, CD56dim CD16+",MICA,"NK cell, CD56dim CD16+",2,0.031557194,0.00853657,0.014825823,0.048288564,0.000218415,NA,NA,NA,NA,NA,1.561486024,0.21144777,0.014825516,0.048288871,1.032060401,1.014935959,1.049473775,0.00889996,Prostate cancer,ieu-b-85,"MICA_NK cell, CD56dim CD16+_Prostate cancer_ieu-b-85",1.50E-06,0.578831856,1
"RP5-1029F21.2_Monocyte, non-classical",RP5-1029F21.2,"Monocyte, non-classical",1,-0.037517322,0.010217483,NA,NA,0.000240777,NA,NA,NA,NA,NA,NA,NA,-0.05754359,-0.017491054,0.963177733,0.944080737,0.982661026,0.009630464,Prostate cancer,ieu-b-85,"RP5-1029F21.2_Monocyte, non-classical_Prostate cancer_ieu-b-85",5.18E-20,0.989382334,1
"RP4-607J23.2_T cell, CD4, TH2",RP4-607J23.2,"T cell, CD4, TH2",1,-0.064095912,0.010568486,NA,NA,1.32E-09,NA,NA,NA,NA,NA,NA,NA,-0.084810145,-0.043381679,0.937915038,0.918686685,0.957545845,6.27E-07,Prostate cancer,ieu-b-85,"RP4-607J23.2_T cell, CD4, TH2_Prostate cancer_ieu-b-85",0.008951443,1,0.999933
"TUBA1C_Monocyte, non-classical",TUBA1C,"Monocyte, non-classical",1,0.049458461,0.011320193,NA,NA,1.25E-05,NA,NA,NA,NA,NA,NA,NA,0.027270883,0.071646038,1.050701946,1.027646137,1.074275024,0.000824642,Prostate cancer,ieu-b-85,"TUBA1C_Monocyte, non-classical_Prostate cancer_ieu-b-85",0.906004001,0.990651949,0.906004
"C5_T cell, CD4, naive",C5,"T cell, CD4, naive",1,-0.034706043,0.011150536,NA,NA,0.0018551,NA,NA,NA,NA,NA,NA,NA,-0.056561094,-0.012850993,0.965889304,0.945008748,0.987231229,0.045698002,Prostate cancer,ieu-b-85,"C5_T cell, CD4, naive_Prostate cancer_ieu-b-85",0.004102739,0.760724118,1
"TRAF1_T cell, CD4, TH2",TRAF1,"T cell, CD4, TH2",1,0.033314282,0.010712828,NA,NA,0.001872419,NA,NA,NA,NA,NA,NA,NA,0.012317139,0.054311425,1.033875417,1.012393308,1.055813357,0.046049991,Prostate cancer,ieu-b-85,"TRAF1_T cell, CD4, TH2_Prostate cancer_ieu-b-85",0.00410938,0.947599062,1
"SESN1_T cell, CD4, memory TREG",SESN1,"T cell, CD4, memory TREG",1,0.051694394,0.009890706,NA,NA,1.73E-07,NA,NA,NA,NA,NA,NA,NA,0.03230861,0.071080178,1.053053873,1.032836199,1.073667307,2.88E-05,Prostate cancer,ieu-b-85,"SESN1_T cell, CD4, memory TREG_Prostate cancer_ieu-b-85",0.590521965,0.942827406,0.853553
"TMEM180_T cell, CD8, naive",TMEM180,"T cell, CD8, naive",1,0.062353863,0.00858573,NA,NA,3.80E-13,NA,NA,NA,NA,NA,NA,NA,0.045525832,0.079181893,1.064338908,1.04657804,1.082401186,2.51E-10,Prostate cancer,ieu-b-85,"TMEM180_T cell, CD8, naive_Prostate cancer_ieu-b-85",0.87601763,0.991508105,0.876018
"TMEM180_T cell, CD4, naive",TMEM180,"T cell, CD4, naive",1,0.059311026,0.008969531,NA,NA,3.78E-11,NA,NA,NA,NA,NA,NA,NA,0.041730745,0.076891308,1.061105221,1.042613712,1.079924691,1.98E-08,Prostate cancer,ieu-b-85,"TMEM180_T cell, CD4, naive_Prostate cancer_ieu-b-85",0.743221851,0.975067377,0.743222
"TMEM180_T cell, CD4, TFH",TMEM180,"T cell, CD4, TFH",1,0.056520732,0.008547559,NA,NA,3.78E-11,NA,NA,NA,NA,NA,NA,NA,0.039767517,0.073273947,1.058148552,1.040568831,1.076025271,1.98E-08,Prostate cancer,ieu-b-85,"TMEM180_T cell, CD4, TFH_Prostate cancer_ieu-b-85",0.0429427,0.975067377,0.13236
"TMEM180_NK cell, CD56dim CD16+",TMEM180,"NK cell, CD56dim CD16+",1,0.067564224,0.010217652,NA,NA,3.78E-11,NA,NA,NA,NA,NA,NA,NA,0.047537626,0.087590822,1.06989897,1.048685658,1.091541396,1.98E-08,Prostate cancer,ieu-b-85,"TMEM180_NK cell, CD56dim CD16+_Prostate cancer_ieu-b-85",0.609069019,0.975067377,0.609069
"TMEM180_T cell, CD4, memory TREG",TMEM180,"T cell, CD4, memory TREG",1,0.060474541,0.009145488,NA,NA,3.78E-11,NA,NA,NA,NA,NA,NA,NA,0.042549384,0.078399698,1.062340552,1.043467586,1.081554868,1.98E-08,Prostate cancer,ieu-b-85,"TMEM180_T cell, CD4, memory TREG_Prostate cancer_ieu-b-85",0.338111329,0.975067377,0.338111
"RP11-787I22.3_T cell, CD8, naive",RP11-787I22.3,"T cell, CD8, naive",1,0.052991543,0.009649695,NA,NA,3.98E-08,NA,NA,NA,NA,NA,NA,NA,0.034078142,0.071904945,1.054420728,1.034665454,1.074553197,8.65E-06,Prostate cancer,ieu-b-85,"RP11-787I22.3_T cell, CD8, naive_Prostate cancer_ieu-b-85",0.647779589,0.990966494,0.64778
"SESN1_T cell, CD4, naive",SESN1,"T cell, CD4, naive",1,0.043445609,0.007911392,NA,NA,3.98E-08,NA,NA,NA,NA,NA,NA,NA,0.027939281,0.058951937,1.044403187,1.028333243,1.060724258,8.65E-06,Prostate cancer,ieu-b-85,"SESN1_T cell, CD4, naive_Prostate cancer_ieu-b-85",0.590162586,0.990966494,0.992208
"SEPTIN2 _T cell, CD4, TFH",SEPTIN2 ,"T cell, CD4, TFH",1,-0.03375123,0.010094546,NA,NA,0.000827253,NA,NA,NA,NA,NA,NA,NA,-0.053536539,-0.01396592,0.966811989,0.947871306,0.986131151,0.024367084,Prostate cancer,ieu-b-85,"SEPTIN2 _T cell, CD4, TFH_Prostate cancer_ieu-b-85",0.005433263,1,0.999876
"HAUS4_T cell, CD8, naive",HAUS4,"T cell, CD8, naive",1,0.034663752,0.009550217,NA,NA,0.000283828,NA,NA,NA,NA,NA,NA,NA,0.015945326,0.053382177,1.035271542,1.016073131,1.054832701,0.011033003,Prostate cancer,ieu-b-85,"HAUS4_T cell, CD8, naive_Prostate cancer_ieu-b-85",0.022174267,0.984222726,0.058195
"TMEM204_Monocyte, non-classical",TMEM204,"Monocyte, non-classical",1,-0.031877863,0.009657579,NA,NA,0.000964051,NA,NA,NA,NA,NA,NA,NA,-0.050806718,-0.012949008,0.96862488,0.95046236,0.98713447,0.02723534,Prostate cancer,ieu-b-85,"TMEM204_Monocyte, non-classical_Prostate cancer_ieu-b-85",0.557156316,0.485431299,1
"TMEM204_NK cell, CD56dim CD16+",TMEM204,"NK cell, CD56dim CD16+",1,-0.031457357,0.009530184,NA,NA,0.000964051,NA,NA,NA,NA,NA,NA,NA,-0.050136518,-0.012778195,0.969032278,0.951099573,0.987303099,0.02723534,Prostate cancer,ieu-b-85,"TMEM204_NK cell, CD56dim CD16+_Prostate cancer_ieu-b-85",0.557460329,0.485431299,1
"TMEM204_T cell, CD4, memory TREG",TMEM204,"T cell, CD4, memory TREG",1,-0.030847644,0.009345469,NA,NA,0.000964051,NA,NA,NA,NA,NA,NA,NA,-0.049164763,-0.012530526,0.969623289,0.952024258,0.987547654,0.02723534,Prostate cancer,ieu-b-85,"TMEM204_T cell, CD4, memory TREG_Prostate cancer_ieu-b-85",0.558609845,0.485431299,1
"LY6G5C_T cell, CD8, naive activated",LY6G5C,"T cell, CD8, naive activated",1,0.029646542,0.007692543,NA,NA,0.000116236,NA,NA,NA,NA,NA,NA,NA,0.014569158,0.044723927,1.030090376,1.014675805,1.045739119,0.005337357,Prostate cancer,ieu-b-85,"LY6G5C_T cell, CD8, naive activated_Prostate cancer_ieu-b-85",9.89E-05,1,1
"LY6G5C_T cell, CD4, naive",LY6G5C,"T cell, CD4, naive",1,0.034729508,0.009011447,NA,NA,0.000116236,NA,NA,NA,NA,NA,NA,NA,0.017067072,0.052391943,1.03533962,1.017213547,1.053788687,0.005337357,Prostate cancer,ieu-b-85,"LY6G5C_T cell, CD4, naive_Prostate cancer_ieu-b-85",4.16E-08,0.995327471,1
"LY6G5C_T cell, CD4, naive TREG",LY6G5C,"T cell, CD4, naive TREG",1,0.031256434,0.00811027,NA,NA,0.000116236,NA,NA,NA,NA,NA,NA,NA,0.015360305,0.047152564,1.031750046,1.015478881,1.048281927,0.005337357,Prostate cancer,ieu-b-85,"LY6G5C_T cell, CD4, naive TREG_Prostate cancer_ieu-b-85",7.57E-10,1,1
"LY6G5C_B cell, naive",LY6G5C,"B cell, naive",1,0.033670225,0.008736589,NA,NA,0.000116236,NA,NA,NA,NA,NA,NA,NA,0.016546511,0.05079394,1.034243483,1.016684162,1.052106074,0.005337357,Prostate cancer,ieu-b-85,"LY6G5C_B cell, naive_Prostate cancer_ieu-b-85",3.29E-08,1,1
"LY6G5C_NK cell, CD56dim CD16+",LY6G5C,"NK cell, CD56dim CD16+",1,0.04229803,0.010975291,NA,NA,0.000116236,NA,NA,NA,NA,NA,NA,NA,0.02078646,0.0638096,1.043205339,1.021004004,1.065889434,0.005337357,Prostate cancer,ieu-b-85,"LY6G5C_NK cell, CD56dim CD16+_Prostate cancer_ieu-b-85",1.81E-06,1,1
"LY6G5C_T cell, CD8, naive",LY6G5C,"T cell, CD8, naive",1,0.032022284,0.008308989,NA,NA,0.000116236,NA,NA,NA,NA,NA,NA,NA,0.015736665,0.048307903,1.032540514,1.015861139,1.049493748,0.005337357,Prostate cancer,ieu-b-85,"LY6G5C_T cell, CD8, naive_Prostate cancer_ieu-b-85",1.01E-06,0.709620912,1
"LY6G5C_T cell, CD4, TH1 TH17",LY6G5C,"T cell, CD4, TH1 TH17",1,0.0345916,0.008975663,NA,NA,0.000116236,NA,NA,NA,NA,NA,NA,NA,0.016999301,0.0521839,1.035196848,1.017144611,1.053569476,0.005337357,Prostate cancer,ieu-b-85,"LY6G5C_T cell, CD4, TH1 TH17_Prostate cancer_ieu-b-85",5.47E-08,1,1
"LY6G5C_T cell, CD4, TH17",LY6G5C,"T cell, CD4, TH17",1,0.036748135,0.00953523,NA,NA,0.000116236,NA,NA,NA,NA,NA,NA,NA,0.018059083,0.055437186,1.037431695,1.018223135,1.057002621,0.005337357,Prostate cancer,ieu-b-85,"LY6G5C_T cell, CD4, TH17_Prostate cancer_ieu-b-85",3.83E-07,1,1
"LY6G5C_Monocyte, non-classical",LY6G5C,"Monocyte, non-classical",1,0.030793337,0.007990108,NA,NA,0.000116236,NA,NA,NA,NA,NA,NA,NA,0.015132725,0.046453948,1.031272356,1.015247805,1.047549836,0.005337357,Prostate cancer,ieu-b-85,"LY6G5C_Monocyte, non-classical_Prostate cancer_ieu-b-85",3.18E-05,1,1
"LY6G5C_T cell, CD4, memory TREG",LY6G5C,"T cell, CD4, memory TREG",1,0.03857009,0.010007983,NA,NA,0.000116236,NA,NA,NA,NA,NA,NA,NA,0.018954444,0.058185736,1.039323572,1.01913522,1.059911842,0.005337357,Prostate cancer,ieu-b-85,"LY6G5C_T cell, CD4, memory TREG_Prostate cancer_ieu-b-85",9.35E-07,1,1
"LY6G5B_T cell, CD4, naive TREG",LY6G5B,"T cell, CD4, naive TREG",1,0.034730495,0.010086744,NA,NA,0.000574913,NA,NA,NA,NA,NA,NA,NA,0.014960476,0.054500514,1.035340642,1.015072944,1.056013019,0.018348265,Prostate cancer,ieu-b-85,"LY6G5B_T cell, CD4, naive TREG_Prostate cancer_ieu-b-85",7.57E-10,0.830934341,1
"ARL17B_Monocyte, classical",ARL17B,"Monocyte, classical",1,0.034217285,0.010576252,NA,NA,0.001215175,NA,NA,NA,NA,NA,NA,NA,0.013487832,0.054946738,1.034809431,1.013579203,1.056484343,0.033158784,Prostate cancer,ieu-b-85,"ARL17B_Monocyte, classical_Prostate cancer_ieu-b-85",0.091406569,0.42482499,1
"DNMT3B_T cell, CD8, naive",DNMT3B,"T cell, CD8, naive",1,0.042369651,0.008868066,NA,NA,1.77E-06,NA,NA,NA,NA,NA,NA,NA,0.024988241,0.059751061,1.043280057,1.025303063,1.061572247,0.000173801,Prostate cancer,ieu-b-85,"DNMT3B_T cell, CD8, naive_Prostate cancer_ieu-b-85",0.807063847,0.996049909,0.807064
"DNMT3B_T cell, CD4, naive",DNMT3B,"T cell, CD4, naive",1,0.038841035,0.008129519,NA,NA,1.77E-06,NA,NA,NA,NA,NA,NA,NA,0.022907178,0.054774892,1.03960521,1.023171562,1.056302806,0.000173801,Prostate cancer,ieu-b-85,"DNMT3B_T cell, CD4, naive_Prostate cancer_ieu-b-85",0.797270272,0.996049909,1
"PM20D1_T cell, CD4, memory TREG",PM20D1,"T cell, CD4, memory TREG",1,0.034439679,0.007313803,NA,NA,2.49E-06,NA,NA,NA,NA,NA,NA,NA,0.020104626,0.048774733,1.035039592,1.020308085,1.049983797,0.000215122,Prostate cancer,ieu-b-85,"PM20D1_T cell, CD4, memory TREG_Prostate cancer_ieu-b-85",0.784433673,0.995894223,0.993686
"PM20D1_T cell, CD8, naive activated",PM20D1,"T cell, CD8, naive activated",1,0.047818318,0.010154965,NA,NA,2.49E-06,NA,NA,NA,NA,NA,NA,NA,0.027914586,0.06772205,1.048980057,1.028307849,1.070067842,0.000215122,Prostate cancer,ieu-b-85,"PM20D1_T cell, CD8, naive activated_Prostate cancer_ieu-b-85",0.638792071,0.995894223,0.961095
"PM20D1_B cell, naive",PM20D1,"B cell, naive",1,0.043586333,0.007596747,NA,NA,9.61E-09,NA,NA,NA,NA,NA,NA,NA,0.02869671,0.058475956,1.04455017,1.029112428,1.060219494,2.66E-06,Prostate cancer,ieu-b-85,"PM20D1_B cell, naive_Prostate cancer_ieu-b-85",0.94808445,0.943971583,0.948084
"PM20D1_T cell, CD4, TH17",PM20D1,"T cell, CD4, TH17",1,0.04455481,0.007765544,NA,NA,9.61E-09,NA,NA,NA,NA,NA,NA,NA,0.029334343,0.059775277,1.045562282,1.029768833,1.061597954,2.66E-06,Prostate cancer,ieu-b-85,"PM20D1_T cell, CD4, TH17_Prostate cancer_ieu-b-85",0.953873944,0.943971583,0.953881
"PM20D1_T cell, CD4, naive activated",PM20D1,"T cell, CD4, naive activated",1,0.055105299,0.009604409,NA,NA,9.61E-09,NA,NA,NA,NA,NA,NA,NA,0.036280656,0.073929941,1.056651873,1.036946831,1.076731368,2.66E-06,Prostate cancer,ieu-b-85,"PM20D1_T cell, CD4, naive activated_Prostate cancer_ieu-b-85",0.000144925,0.943971583,1
"SLC41A1_T cell, CD4, TH17",SLC41A1,"T cell, CD4, TH17",1,-0.05178349,0.0095234,NA,NA,5.40E-08,NA,NA,NA,NA,NA,NA,NA,-0.070449354,-0.033117625,0.949534429,0.931974939,0.96742476,1.08E-05,Prostate cancer,ieu-b-85,"SLC41A1_T cell, CD4, TH17_Prostate cancer_ieu-b-85",0.953882809,0.988570844,0.953889
"SLC41A1_NK cell, CD56dim CD16+",SLC41A1,"NK cell, CD56dim CD16+",1,-0.050590855,0.009304065,NA,NA,5.40E-08,NA,NA,NA,NA,NA,NA,NA,-0.068826823,-0.032354887,0.950667552,0.933488325,0.968162933,1.08E-05,Prostate cancer,ieu-b-85,"SLC41A1_NK cell, CD56dim CD16+_Prostate cancer_ieu-b-85",0.973674631,0.988570844,0.973675
"SLC41A1_Monocyte, non-classical",SLC41A1,"Monocyte, non-classical",1,-0.058315117,0.009923371,NA,NA,4.19E-09,NA,NA,NA,NA,NA,NA,NA,-0.077764924,-0.03886531,0.943352634,0.925181889,0.961880256,1.38E-06,Prostate cancer,ieu-b-85,"SLC41A1_Monocyte, non-classical_Prostate cancer_ieu-b-85",0.922802029,0.995830356,0.922802
"SLC41A1_T cell, CD8, naive",SLC41A1,"T cell, CD8, naive",1,-0.051858055,0.008824585,NA,NA,4.19E-09,NA,NA,NA,NA,NA,NA,NA,-0.069154241,-0.034561868,0.949463629,0.933182734,0.966028571,1.38E-06,Prostate cancer,ieu-b-85,"SLC41A1_T cell, CD8, naive_Prostate cancer_ieu-b-85",0.597629753,0.995830356,1
"RP11-6L6.2_T cell, CD4, naive",RP11-6L6.2,"T cell, CD4, naive",1,0.026227219,0.007061174,NA,NA,0.000203778,NA,NA,NA,NA,NA,NA,NA,0.012387318,0.040067121,1.02657418,1.012464358,1.040880637,0.008462374,Prostate cancer,ieu-b-85,"RP11-6L6.2_T cell, CD4, naive_Prostate cancer_ieu-b-85",0.745275314,1,0.760128
"HCG4_B cell, naive",HCG4,"B cell, naive",1,0.037994998,0.010477026,NA,NA,0.000287282,NA,NA,NA,NA,NA,NA,NA,0.017460027,0.058529969,1.038726037,1.017613344,1.060276761,0.011118228,Prostate cancer,ieu-b-85,"HCG4_B cell, naive_Prostate cancer_ieu-b-85",1.55E-06,0.816762255,1
"HCG4B_T cell, CD4, TH1",HCG4B,"T cell, CD4, TH1",1,0.03041949,0.008391584,NA,NA,0.000288961,NA,NA,NA,NA,NA,NA,NA,0.013971987,0.046866994,1.03088689,1.014070051,1.047982612,0.011118228,Prostate cancer,ieu-b-85,"HCG4B_T cell, CD4, TH1_Prostate cancer_ieu-b-85",1.82E-06,0.819861433,1
"HCG4P5_T cell, CD4, TH17",HCG4P5,"T cell, CD4, TH17",1,-0.030689446,0.006819877,NA,NA,6.80E-06,NA,NA,NA,NA,NA,NA,NA,-0.044056405,-0.017322487,0.969776694,0.956899982,0.982826684,0.000494174,Prostate cancer,ieu-b-85,"HCG4P5_T cell, CD4, TH17_Prostate cancer_ieu-b-85",3.78E-09,0.987684155,1
"HLA-H_NK cell, CD56dim CD16+",HLA-H,"NK cell, CD56dim CD16+",1,0.032129255,0.006914958,NA,NA,3.38E-06,NA,NA,NA,NA,NA,NA,NA,0.018575938,0.045682572,1.032650972,1.018749544,1.046742093,0.000270281,Prostate cancer,ieu-b-85,"HLA-H_NK cell, CD56dim CD16+_Prostate cancer_ieu-b-85",5.47E-08,0.995742541,1
"HLA-H_Monocyte, non-classical",HLA-H,"Monocyte, non-classical",1,0.036708613,0.007900541,NA,NA,3.38E-06,NA,NA,NA,NA,NA,NA,NA,0.021223552,0.052193674,1.037390695,1.021450373,1.053579774,0.000270281,Prostate cancer,ieu-b-85,"HLA-H_Monocyte, non-classical_Prostate cancer_ieu-b-85",2.67E-07,0.995742541,1
"HLA-H_T cell, CD8, naive",HLA-H,"T cell, CD8, naive",1,0.029621791,0.006959848,NA,NA,2.08E-05,NA,NA,NA,NA,NA,NA,NA,0.015980489,0.043263092,1.03006488,1.01610886,1.044212583,0.001230267,Prostate cancer,ieu-b-85,"HLA-H_T cell, CD8, naive_Prostate cancer_ieu-b-85",1.93E-06,0.951336883,1
"HLA-H_T cell, CD4, naive",HLA-H,"T cell, CD4, naive",1,0.031066814,0.006848061,NA,NA,5.72E-06,NA,NA,NA,NA,NA,NA,NA,0.017644614,0.044489014,1.031554424,1.0178012,1.045493491,0.00043232,Prostate cancer,ieu-b-85,"HLA-H_T cell, CD4, naive_Prostate cancer_ieu-b-85",3.61E-08,1,1
"HLA-H_Monocyte, classical",HLA-H,"Monocyte, classical",1,0.034805771,0.007994603,NA,NA,1.34E-05,NA,NA,NA,NA,NA,NA,NA,0.019136349,0.050475192,1.03541858,1.019320623,1.051770771,0.00085569,Prostate cancer,ieu-b-85,"HLA-H_Monocyte, classical_Prostate cancer_ieu-b-85",4.02E-07,0.947242814,1
"HLA-H_T cell, CD4, TH2",HLA-H,"T cell, CD4, TH2",1,0.029735112,0.006829914,NA,NA,1.34E-05,NA,NA,NA,NA,NA,NA,NA,0.016348481,0.043121742,1.030181615,1.016482849,1.044064994,0.00085569,Prostate cancer,ieu-b-85,"HLA-H_T cell, CD4, TH2_Prostate cancer_ieu-b-85",3.63E-08,0.947242814,1
"HLA-H_T cell, CD4, TFH",HLA-H,"T cell, CD4, TFH",1,0.0348181,0.007997435,NA,NA,1.34E-05,NA,NA,NA,NA,NA,NA,NA,0.019143128,0.050493072,1.035431346,1.019327532,1.051789576,0.00085569,Prostate cancer,ieu-b-85,"HLA-H_T cell, CD4, TFH_Prostate cancer_ieu-b-85",1.95E-08,0.947242814,1
"HLA-H_T cell, CD4, TH1",HLA-H,"T cell, CD4, TH1",1,0.030384006,0.006978959,NA,NA,1.34E-05,NA,NA,NA,NA,NA,NA,NA,0.016705246,0.044062767,1.030850311,1.016845559,1.045047947,0.00085569,Prostate cancer,ieu-b-85,"HLA-H_T cell, CD4, TH1_Prostate cancer_ieu-b-85",1.82E-06,0.947242814,1
"HLA-H_T cell, CD4, TH17",HLA-H,"T cell, CD4, TH17",1,0.029390421,0.006750741,NA,NA,1.34E-05,NA,NA,NA,NA,NA,NA,NA,0.016158969,0.042621874,1.029826582,1.016290231,1.043543229,0.00085569,Prostate cancer,ieu-b-85,"HLA-H_T cell, CD4, TH17_Prostate cancer_ieu-b-85",3.78E-09,0.947242814,1
"HLA-H_T cell, CD4, naive TREG",HLA-H,"T cell, CD4, naive TREG",1,0.028889651,0.006635718,NA,NA,1.34E-05,NA,NA,NA,NA,NA,NA,NA,0.015883643,0.041895658,1.029311004,1.016010459,1.042785667,0.00085569,Prostate cancer,ieu-b-85,"HLA-H_T cell, CD4, naive TREG_Prostate cancer_ieu-b-85",1.55E-06,0.947242814,1
"HLA-H_T cell, CD4, TH1 TH17",HLA-H,"T cell, CD4, TH1 TH17",1,0.032174374,0.006822315,NA,NA,2.40E-06,NA,NA,NA,NA,NA,NA,NA,0.018802637,0.045546112,1.032697566,1.01898052,1.046599264,0.00021005,Prostate cancer,ieu-b-85,"HLA-H_T cell, CD4, TH1 TH17_Prostate cancer_ieu-b-85",1.06E-08,0.983409389,1
"HLA-G_T cell, CD4, TFH",HLA-G,"T cell, CD4, TFH",1,0.033297264,0.006741668,NA,NA,7.85E-07,NA,NA,NA,NA,NA,NA,NA,0.020083594,0.046510934,1.033857823,1.020286627,1.047609534,8.71E-05,Prostate cancer,ieu-b-85,"HLA-G_T cell, CD4, TFH_Prostate cancer_ieu-b-85",1.95E-08,0.964288648,1
"HLA-G_T cell, CD4, memory TREG",HLA-G,"T cell, CD4, memory TREG",1,0.033223122,0.007202845,NA,NA,3.98E-06,NA,NA,NA,NA,NA,NA,NA,0.019105546,0.047340698,1.033781173,1.019289225,1.048479163,0.00030852,Prostate cancer,ieu-b-85,"HLA-G_T cell, CD4, memory TREG_Prostate cancer_ieu-b-85",1.87E-05,0.950977983,1
"HLA-G_T cell, CD4, naive",HLA-G,"T cell, CD4, naive",1,0.036715396,0.007759439,NA,NA,2.23E-06,NA,NA,NA,NA,NA,NA,NA,0.021506895,0.051923897,1.037397731,1.021739835,1.053295581,0.000203286,Prostate cancer,ieu-b-85,"HLA-G_T cell, CD4, naive_Prostate cancer_ieu-b-85",3.61E-08,0.93700464,1
"HLA-G_T cell, CD4, TH1 TH17",HLA-G,"T cell, CD4, TH1 TH17",1,0.037046716,0.007829461,NA,NA,2.23E-06,NA,NA,NA,NA,NA,NA,NA,0.021700973,0.052392458,1.037741498,1.021938152,1.05378923,0.000203286,Prostate cancer,ieu-b-85,"HLA-G_T cell, CD4, TH1 TH17_Prostate cancer_ieu-b-85",1.06E-08,0.929332632,1
"HLA-G_T cell, CD4, naive activated",HLA-G,"T cell, CD4, naive activated",1,0.038154647,0.008063611,NA,NA,2.23E-06,NA,NA,NA,NA,NA,NA,NA,0.02234997,0.053959325,1.038891882,1.022601601,1.055441671,0.000203286,Prostate cancer,ieu-b-85,"HLA-G_T cell, CD4, naive activated_Prostate cancer_ieu-b-85",1.59E-07,0.9887359,1
"HLA-G_T cell, CD4, TH17",HLA-G,"T cell, CD4, TH17",1,0.036544596,0.007723342,NA,NA,2.23E-06,NA,NA,NA,NA,NA,NA,NA,0.021406845,0.051682347,1.037220559,1.021637615,1.053041187,0.000203286,Prostate cancer,ieu-b-85,"HLA-G_T cell, CD4, TH17_Prostate cancer_ieu-b-85",3.78E-09,0.9887359,1
"HLA-G_Monocyte, non-classical",HLA-G,"Monocyte, non-classical",1,0.038354627,0.008105875,NA,NA,2.23E-06,NA,NA,NA,NA,NA,NA,NA,0.022467113,0.054242142,1.039099661,1.022721399,1.055740211,0.000203286,Prostate cancer,ieu-b-85,"HLA-G_Monocyte, non-classical_Prostate cancer_ieu-b-85",1.79E-07,0.9887359,1
"HLA-G_NK cell, CD56dim CD16+",HLA-G,"NK cell, CD56dim CD16+",1,0.03776373,0.007980995,NA,NA,2.23E-06,NA,NA,NA,NA,NA,NA,NA,0.022120981,0.053406479,1.038485841,1.022367464,1.054858336,0.000203286,Prostate cancer,ieu-b-85,"HLA-G_NK cell, CD56dim CD16+_Prostate cancer_ieu-b-85",5.23E-08,0.9887359,1
"HLA-G_T cell, CD4, TH2",HLA-G,"T cell, CD4, TH2",1,0.035960324,0.007599862,NA,NA,2.23E-06,NA,NA,NA,NA,NA,NA,NA,0.021064594,0.050856054,1.036614717,1.021288018,1.052171427,0.000203286,Prostate cancer,ieu-b-85,"HLA-G_T cell, CD4, TH2_Prostate cancer_ieu-b-85",3.63E-08,0.9887359,1
"HCG4P5_T cell, CD4, TH1",HCG4P5,"T cell, CD4, TH1",1,-0.04617439,0.009513317,NA,NA,1.21E-06,NA,NA,NA,NA,NA,NA,NA,-0.064820491,-0.02752829,0.954875427,0.937235691,0.97284716,0.000123637,Prostate cancer,ieu-b-85,"HCG4P5_T cell, CD4, TH1_Prostate cancer_ieu-b-85",1.84E-06,0.941627641,1
"HCG4P5_T cell, CD4, TH2",HCG4P5,"T cell, CD4, TH2",1,-0.049426668,0.010445842,NA,NA,2.23E-06,NA,NA,NA,NA,NA,NA,NA,-0.069900519,-0.028952817,0.951774951,0.93248658,0.9714623,0.000203286,Prostate cancer,ieu-b-85,"HCG4P5_T cell, CD4, TH2_Prostate cancer_ieu-b-85",3.63E-08,0.926300378,1
"HLA-G_T cell, CD4, TH1",HLA-G,"T cell, CD4, TH1",1,0.032145437,0.007162842,NA,NA,7.20E-06,NA,NA,NA,NA,NA,NA,NA,0.018106267,0.046184607,1.032667683,1.018271179,1.047267727,0.000515911,Prostate cancer,ieu-b-85,"HLA-G_T cell, CD4, TH1_Prostate cancer_ieu-b-85",1.84E-06,0.984978837,1
"HCG4P5_T cell, CD4, memory TREG",HCG4P5,"T cell, CD4, memory TREG",1,-0.042823679,0.009542233,NA,NA,7.20E-06,NA,NA,NA,NA,NA,NA,NA,-0.061526456,-0.024120903,0.958080305,0.940328068,0.976167681,0.000515911,Prostate cancer,ieu-b-85,"HCG4P5_T cell, CD4, memory TREG_Prostate cancer_ieu-b-85",1.87E-05,0.947472518,1
"HCG4P3_Monocyte, non-classical",HCG4P3,"Monocyte, non-classical",1,-0.028415921,0.009126281,NA,NA,0.001847971,NA,NA,NA,NA,NA,NA,NA,-0.046303432,-0.01052841,0.971984014,0.954752216,0.98952682,0.045670423,Prostate cancer,ieu-b-85,"HCG4P3_Monocyte, non-classical_Prostate cancer_ieu-b-85",2.68E-07,0.565249853,1
